Movie Name,Gross collection,Stars,Genre,Votes
Die Hard 2,$117.54M,"['Bruce Willis', 'William Atherton', 'Bonnie Bedelia', 'Reginald VelJohnson']","Action, Thriller","371,903"
The Poseidon Adventure,$84.56M,"['Gene Hackman', 'Ernest Borgnine', 'Shelley Winters', 'Red Buttons']","Action, Adventure, Drama","47,487"
Payback,$81.53M,"['Mel Gibson', 'Gregg Henry', 'Maria Bello', 'David Paymer']","Action, Crime, Drama","141,875"
Three Kings,$60.65M,"['George Clooney', 'Mark Wahlberg', 'Ice Cube', 'Spike Jonze']","Action, Adventure, Comedy","176,529"
Defiance,$28.64M,"['Daniel Craig', 'Liev Schreiber', 'Jamie Bell', 'Alexa Davalos']","Action, Drama, History","152,460"
Casualties of War,$18.67M,"['Michael J. Fox', 'Sean Penn', 'Don Harvey', 'John C. Reilly']","Action, Crime, Drama","46,583"
Kon-Tiki,$1.52M,"['Espen Sandberg', 'Pål Sverre Hagen', 'Anders Baasmo', 'Gustaf Skarsgård', 'Odd-Magnus Williamson']","Action, Adventure, Biography","50,682"
Mosul,-,"['Waleed Elgadi', 'Suhail Dabbach', 'Adam Bessa', ""Is'haq Elias""]","Action, Drama, War","28,830"
Ong-Bak: The Thai Warrior,$4.56M,"['Tony Jaa', 'Phetthai Vongkumlao', 'Pumwaree Yodkamol', 'Suchao Pongwilai']","Action, Crime, Thriller","76,651"
Megan Leavey,$13.41M,"['Kate Mara', 'Ramón Rodríguez', 'Tom Felton', 'Bradley Whitford']","Action, Biography, Drama","25,209"
Mission Majnu,-,"['Sidharth Malhotra', 'Rashmika Mandanna', 'Parmeet Sethi', 'Zakir Hussain']","Action, Drama, History","42,168"
The Girl Who Played with Fire,$9.08M,"['Noomi Rapace', 'Michael Nyqvist', 'Lena Endre', 'Peter Andersson']","Action, Crime, Drama","97,031"
District B13,$1.20M,"['Cyril Raffaelli', 'David Belle', ""Tony D'Amario"", 'Bibi Naceri']","Action, Crime, Sci-Fi","72,320"
An Action Hero,-,"['Ayushmann Khurrana', 'Jaideep Ahlawat', 'Neeraj Madhav', 'Gautam Joglekar']","Action, Comedy, Crime","30,053"
Koi... Mil Gaya,$0.68M,"['Rekha', 'Hrithik Roshan', 'Preity G Zinta', 'Prem Chopra']","Action, Drama, Romance","25,873"
God Bless America,$0.12M,"['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton']","Action, Comedy, Crime","71,188"
In Order of Disappearance,$0.05M,"['Stellan Skarsgård', 'Bruno Ganz', 'Pål Sverre Hagen', 'Jakob Oftebro']","Action, Comedy, Crime","28,232"
JCVD,$0.47M,"['Jean-Claude Van Damme', 'Valérie Bodson', 'Hervé Sogne', 'Rock Chen']","Action, Comedy, Crime","39,715"
Don,$0.80M,"['Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Arjun Rampal', 'Isha Koppikar']","Action, Crime, Thriller","39,093"
Kaabil,-,"['Hrithik Roshan', 'Yami Gautam', 'Ronit Roy', 'Rohit Roy']","Action, Crime, Drama","28,150"
Dragon Ball Z: Battle of Gods,$2.55M,"['Masako Nozawa', 'Hiromi Tsuru', 'Ryô Horikawa', 'Masaharu Satô']","Animation, Action, Adventure","29,043"
Enthiran,$4.37M,"['Rajinikanth', 'Aishwarya Rai Bachchan', 'Danny Denzongpa', 'Santhanam']","Action, Sci-Fi, Thriller","28,833"
Micmacs,$1.26M,"['Dany Boon', 'André Dussollier', 'Nicolas Marié', 'Yolande Moreau']","Action, Comedy, Crime","30,855"
Fanaa,$2.10M,"['Aamir Khan', 'Kajol', 'Rishi Kapoor', 'Tabu']","Action, Drama, Romance","34,009"
Marighella,-,"['Seu Jorge', 'Bruno Gagliasso', 'Luiz Carlos Vasconcelos', 'Humberto Carrão']","Action, Drama, History","55,641"
Gabbar Is Back,-,"['Akshay Kumar', 'Shruti Haasan', 'Kareena Kapoor', 'Suman']","Action, Crime, Drama","25,864"
Independence Day,$306.17M,"['Will Smith', 'Bill Pullman', 'Jeff Goldblum', 'Mary McDonnell']","Action, Adventure, Sci-Fi","590,277"
Transformers,$319.25M,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson']","Action, Adventure, Sci-Fi","658,283"
The Unbearable Weight of Massive Talent,-,"['Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish', 'Sharon Horgan']","Action, Comedy, Crime","128,937"
The Northman,$34.23M,"['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang', 'Ethan Hawke']","Action, Adventure, Drama","231,385"
Jack Reacher,$80.07M,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Werner Herzog']","Action, Mystery, Thriller","351,973"
Thor,$181.03M,"['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman', 'Tom Hiddleston']","Action, Fantasy","874,058"
Greyhound,-,"['Tom Hanks', 'Elisabeth Shue', 'Stephen Graham', 'Matt Helm']","Action, Drama, History","104,871"
World War Z,$202.36M,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale']","Action, Adventure, Horror","691,319"
Shazam!,$140.37M,"['Zachary Levi', 'Mark Strong', 'Asher Angel', 'Jack Dylan Grazer']","Action, Adventure, Comedy","368,246"
Rush Hour,$141.15M,"['Jackie Chan', 'Chris Tucker', 'Ken Leung', 'Tom Wilkinson']","Action, Comedy, Crime","281,511"
Death Proof,-,"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson', 'Vanessa Ferlito']","Action, Thriller","302,757"
The Spy Who Loved Me,$46.80M,"['Roger Moore', 'Barbara Bach', 'Curd Jürgens', 'Richard Kiel']","Action, Adventure, Thriller","112,750"
Smokey and the Bandit,$126.74M,"['Burt Reynolds', 'Sally Field', 'Jerry Reed', 'Mike Henry']","Action, Adventure, Comedy","54,581"
Highlander,$5.90M,"['Christopher Lambert', 'Sean Connery', 'Clancy Brown', 'Roxanne Hart']","Action, Adventure, Fantasy","141,657"
Spy,$110.83M,"['Melissa McCarthy', 'Rose Byrne', 'Jude Law', 'Jason Statham']","Action, Comedy","251,638"
Constantine,$75.98M,"['Keanu Reeves', 'Rachel Weisz', 'Djimon Hounsou', 'Shia LaBeouf']","Action, Fantasy, Horror","360,384"
Star Trek Beyond,$158.85M,"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Zoe Saldana']","Action, Adventure, Sci-Fi","252,836"
Super 8,$127.00M,"['Elle Fanning', 'AJ Michalka', 'Kyle Chandler', 'Joel Courtney']","Action, Mystery, Sci-Fi","361,862"
Oblivion,$89.02M,"['Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough', 'Olga Kurylenko']","Action, Adventure, Sci-Fi","539,644"
Underworld,$51.97M,"['Kate Beckinsale', 'Scott Speedman', 'Shane Brolly', 'Michael Sheen']","Action, Fantasy, Thriller","278,183"
Fast & Furious 6,$238.68M,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez']","Action, Adventure, Crime","406,758"
Stargate,$71.57M,"['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors']","Action, Adventure, Sci-Fi","198,163"
Fallen,$25.19M,"['Denzel Washington', 'John Goodman', 'Donald Sutherland', 'Embeth Davidtz']","Action, Crime, Drama","87,780"
The Italian Job,$106.13M,"['Donald Sutherland', 'Mark Wahlberg', 'Edward Norton', 'Charlize Theron']","Action, Crime, Thriller","378,999"
Cloverfield,$80.05M,"['Mike Vogel', 'Jessica Lucas', 'Lizzy Caplan', 'T.J. Miller']","Action, Adventure, Horror","410,471"
Den of Thieves,$44.95M,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr."", '50 Cent']","Action, Crime, Drama","118,466"
Sicario: Day of the Soldado,$50.07M,"['Benicio Del Toro', 'Josh Brolin', 'Isabela Merced', 'Jeffrey Donovan']","Action, Crime, Drama","157,566"
Ant-Man and the Wasp,$216.65M,"['Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins']","Action, Adventure, Comedy","429,242"
Logan Lucky,$27.78M,"['Channing Tatum', 'Adam Driver', 'Daniel Craig', 'Farrah Mackenzie']","Action, Comedy, Crime","156,099"
RED,$90.38M,"['Bruce Willis', 'Helen Mirren', 'Morgan Freeman', 'Mary-Louise Parker']","Action, Comedy, Crime","316,545"
Bronson,$0.10M,"['Tom Hardy', 'Kelly Adams', 'Luing Andrews', 'Katy Barker']","Action, Crime, Drama","136,650"
Public Enemies,$97.10M,"['Christian Bale', 'Johnny Depp', 'Christian Stolte', 'Jason Clarke']","Action, Biography, Crime","310,883"
Rambo,$42.75M,"['Sylvester Stallone', 'Julie Benz', 'Matthew Marsden', 'Graham McTavish']","Action, Adventure, Thriller","238,673"
The Kingdom,$47.54M,"['Jamie Foxx', 'Chris Cooper', 'Jennifer Garner', 'Jason Bateman']","Action, Drama, Thriller","129,713"
Pitch Black,$39.24M,"['Radha Mitchell', 'Cole Hauser', 'Vin Diesel', 'Keith David']","Action, Horror, Sci-Fi","247,997"
22 Jump Street,$191.72M,"['Christopher Miller', 'Channing Tatum', 'Jonah Hill', 'Ice Cube', 'Nick Offerman']","Action, Comedy, Crime","391,614"
The Foreigner,$34.39M,"['Katie Leung', 'Jackie Chan', 'Rufus Jones', 'Mark Tandy']","Action, Thriller","119,009"
Brotherhood of the Wolf,$11.26M,"['Samuel Le Bihan', 'Mark Dacascos', 'Jérémie Renier', 'Vincent Cassel']","Action, Adventure, Drama","69,046"
The Last Boy Scout,$59.51M,"['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']","Action, Comedy, Crime","108,056"
Chronicle,$64.58M,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan', 'Michael Kelly']","Action, Drama, Sci-Fi","257,609"
Body of Lies,$39.39M,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong', 'Golshifteh Farahani']","Action, Drama, Thriller","233,740"
Chip 'n Dale: Rescue Rangers,-,"['Andy Samberg', 'John Mulaney', 'KiKi Layne', 'Will Arnett']","Animation, Action, Adventure","44,270"
9,$31.74M,"['Elijah Wood', 'Jennifer Connelly', 'Crispin Glover', 'Christopher Plummer']","Animation, Action, Adventure","143,739"
Maverick,$101.63M,"['Mel Gibson', 'Jodie Foster', 'James Garner', 'Graham Greene']","Action, Adventure, Comedy","115,627"
The Towering Inferno,$116.00M,"['Paul Newman', 'Steve McQueen', 'William Holden', 'Faye Dunaway']","Action, Drama, Thriller","46,399"
A Most Violent Year,$5.74M,"['Oscar Isaac', 'Jessica Chastain', 'David Oyelowo', 'Alessandro Nivola']","Action, Crime, Drama","75,192"
Hellboy II: The Golden Army,$75.75M,"['Ron Perlman', 'Selma Blair', 'Doug Jones', 'John Alexander']","Action, Adventure, Fantasy","279,470"
Unleashed,$24.52M,"['Jet Li', 'Bob Hoskins', 'Morgan Freeman', 'Kerry Condon']","Action, Crime, Thriller","106,091"
Filth,$0.03M,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan', 'Imogen Poots']","Action, Comedy, Crime","112,773"
Ichi the Killer,$0.02M,"['Tadanobu Asano', 'Nao Ômori', ""Shin'ya Tsukamoto"", 'Paulyn Sun']","Action, Crime, Drama","58,327"
Spy Game,$0.03M,"['Robert Redford', 'Brad Pitt', 'Catherine McCormack', 'Stephen Dillane']","Action, Crime, Thriller","161,606"
Ip Man 4: The Finale,$3.96M,"['Donnie Yen', 'Scott Adkins', 'Danny Kwok-Kwan Chan', 'Vanness Wu']","Action, Biography, Drama","34,864"
Thunderbolt and Lightfoot,$25.00M,"['Clint Eastwood', 'Jeff Bridges', 'George Kennedy', 'Geoffrey Lewis']","Action, Comedy, Crime","27,081"
Kabir Singh,-,"['Shahid Kapoor', 'Kiara Advani', 'Nikita Dutta', 'Soham Majumdar']","Action, Drama, Romance","36,353"
Juice,$20.15M,"['Omar Epps', 'Tupac Shakur', 'Jermaine Hopkins', 'Khalil Kain']","Action, Crime, Drama","28,805"
Taxi,$0.27M,"['Samy Naceri', 'Frédéric Diefenthal', 'Marion Cotillard', 'Manuela Gourary']","Action, Comedy, Crime","86,633"
The War of the Worlds,$4.36M,"['Gene Barry', 'Ann Robinson', 'Les Tremayne', 'Robert Cornthwaite']","Action, Sci-Fi, Thriller","37,337"
Son of Rambow,$1.78M,"['Bill Milner', 'Will Poulter', 'Jessica Hynes', 'Anna Wing']","Action, Adventure, Comedy","32,606"
Dragon: The Bruce Lee Story,$35.11M,"['Jason Scott Lee', 'Lauren Holly', 'Robert Wagner', 'Michael Learned']","Action, Biography, Drama","32,103"
Ip Man 3,$2.68M,"['Donnie Yen', 'Lynn Xiong', 'Jin Zhang', 'Mike Tyson']","Action, Biography, Drama","58,259"
The Protector,$11.91M,"['Tony Jaa', 'Nathan Jones', 'Xing Jin', 'Phetthai Vongkumlao']","Action, Crime, Drama","38,280"
Curse of the Golden Flower,$6.57M,"['Chow Yun-Fat', 'Gong Li', 'Jay Chou', 'Ye Liu']","Action, Drama, Romance","45,213"
Sultan,$6.20M,"['Salman Khan', 'Anushka Sharma', 'Randeep Hooda', 'Amit Sadh']","Action, Drama, Romance","49,353"
Don 2,$3.68M,"['Shah Rukh Khan', 'Florian Lukas', 'Om Puri', 'Priyanka Chopra Jonas']","Action, Crime, Thriller","55,507"
Main Hoon Na,$1.72M,"['Shah Rukh Khan', 'Sushmita Sen', 'Suniel Shetty', 'Zayed Khan']","Action, Comedy, Drama","38,013"
Dhamaka,-,"['Heavenveer Singh Hayer', 'Kartik Aaryan', 'Mrunal Thakur', 'Amruta Subhash', 'Soham Majumdar']","Action, Crime, Drama","41,961"
The Warlords,$0.13M,"['Wai-Man Yip', 'Jet Li', 'Andy Lau', 'Takeshi Kaneshiro', 'Jinglei Xu']","Action, Adventure, Drama","27,434"
Vikrant Rona,-,"['Sudeep', 'Nirup Bhandari', 'Neetha Ashok', 'Jacqueline Fernandez']","Action, Crime, Drama","28,069"
The Legend Is Born: Ip Man,-,"['Yu-Hang To', 'Yi Huang', 'Biao Yuen', 'Siu-Wong Fan']","Action, Biography, Drama","32,573"
Indiana Jones and the Dial of Destiny,-,"['Harrison Ford', 'Phoebe Waller-Bridge', 'Antonio Banderas', 'Karen Allen']","Action, Adventure","72,555"
Sisu,-,"['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan', 'Mimosa Willamo']","Action, War","44,186"
Mission: Impossible III,$134.03M,"['Tom Cruise', 'Michelle Monaghan', 'Ving Rhames', 'Philip Seymour Hoffman']","Action, Adventure, Thriller","372,778"
Top Gun,$179.80M,"['Tom Cruise', 'Tim Robbins', 'Kelly McGillis', 'Val Kilmer']","Action, Drama","478,421"
The Woman King,$67.33M,"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim']","Action, Drama, History","64,808"
Captain America: The First Avenger,$176.65M,"['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson', 'Hayley Atwell']","Action, Adventure, Sci-Fi","869,626"
Jumanji: Welcome to the Jungle,$404.52M,"['Dwayne Johnson', 'Karen Gillan', 'Kevin Hart', 'Jack Black']","Action, Adventure, Comedy","400,382"
Doctor Strange in the Multiverse of Madness,$411.33M,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Benedict Wong']","Action, Adventure, Fantasy","444,742"
The Magnificent Seven,$93.43M,"['Denzel Washington', 'Chris Pratt', 'Ethan Hawke', ""Vincent D'Onofrio""]","Action, Adventure, Drama","220,511"
Solo: A Star Wars Story,$213.77M,"['Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke', 'Donald Glover']","Action, Adventure, Sci-Fi","363,504"
Star Wars: Episode VIII - The Last Jedi,$620.18M,"['Daisy Ridley', 'John Boyega', 'Mark Hamill', 'Carrie Fisher']","Action, Adventure, Fantasy","651,116"
A Knight's Tale,$56.57M,"['Heath Ledger', 'Mark Addy', 'Rufus Sewell', 'Shannyn Sossamon']","Action, Adventure, Romance","194,626"
National Treasure,$173.01M,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha', 'Sean Bean']","Action, Adventure, Mystery","344,637"
Jurassic World,$652.27M,"['Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins', 'Judy Greer']","Action, Adventure, Sci-Fi","660,363"
The Amazing Spider-Man,$262.03M,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Irrfan Khan']","Action, Adventure, Sci-Fi","677,496"
Conan the Barbarian,$39.57M,"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow', 'Sandahl Bergman']","Action, Adventure, Fantasy","156,804"
The Mask,$119.94M,"['Jim Carrey', 'Cameron Diaz', 'Peter Riegert', 'Peter Greene']","Action, Comedy, Crime","401,926"
Robin Hood: Prince of Thieves,$165.50M,"['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio', 'Christian Slater']","Action, Adventure, Drama","201,547"
The Last Kingdom: Seven Kings Must Die,-,"['Mark Rowley', 'Pekka Strang', 'Zoltan Andrasi', 'Ingrid García Jonsson']","Action, Drama, History","29,212"
X-Men: Apocalypse,$155.44M,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult']","Action, Adventure, Sci-Fi","448,147"
Iron Man 2,$312.43M,"['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow', 'Don Cheadle']","Action, Sci-Fi","841,784"
Clear and Present Danger,$122.19M,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer', 'Joaquim de Almeida']","Action, Crime, Drama","104,314"
Con Air,$101.12M,"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Colm Meaney']","Action, Crime, Thriller","309,643"
Pacific Rim,$101.80M,"['Idris Elba', 'Charlie Hunnam', 'Rinko Kikuchi', 'Charlie Day']","Action, Adventure, Sci-Fi","515,730"
The World's End,$26.00M,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Rosamund Pike']","Action, Comedy, Sci-Fi","290,644"
Romancing the Stone,$76.57M,"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Zack Norman']","Action, Adventure, Comedy","99,360"
Atlantis: The Lost Empire,$84.05M,"['Kirk Wise', 'Michael J. Fox', 'Jim Varney', 'Corey Burton', 'Claudia Christian']","Animation, Action, Adventure","127,414"
Game Night,$69.18M,"['Jonathan Goldstein', 'Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'Sharon Horgan']","Action, Adventure, Comedy","246,196"
Clash of the Titans,$41.09M,"['Laurence Olivier', 'Harry Hamlin', 'Claire Bloom', 'Maggie Smith']","Action, Adventure, Family","46,290"
In the Heart of the Sea,$25.02M,"['Chris Hemsworth', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw']","Action, Adventure, Biography","144,136"
Pineapple Express,$87.34M,"['Seth Rogen', 'James Franco', 'Gary Cole', 'Danny McBride']","Action, Comedy, Crime","349,114"
28 Weeks Later,$28.64M,"['Jeremy Renner', 'Rose Byrne', 'Robert Carlyle', 'Harold Perrineau']","Action, Adventure, Horror","284,854"
Dragged Across Concrete,-,"['Mel Gibson', 'Vince Vaughn', 'Tory Kittles', 'Michael Jai White']","Action, Crime, Drama","51,534"
Love and Monsters,$1.07M,"[""Dylan O'Brien"", 'Jessica Henwick', 'Michael Rooker', 'Dan Ewing']","Action, Adventure, Comedy","135,514"
Outlaw King,-,"['Chris Pine', 'Stephen Dillane', 'Rebecca Robin', 'Billy Howle']","Action, Biography, Drama","76,737"
The Hitman's Bodyguard,$75.47M,"['Ryan Reynolds', 'Samuel L. Jackson', 'Gary Oldman', 'Elodie Yung']","Action, Comedy, Crime","239,490"
Thunderball,$63.60M,"['Sean Connery', 'Claudine Auger', 'Adolfo Celi', 'Luciana Paluzzi']","Action, Adventure, Thriller","123,097"
Westworld,$16.06M,"['Yul Brynner', 'Richard Benjamin', 'James Brolin', 'Norman Bartold']","Action, Drama, Sci-Fi","61,117"
Non-Stop,$92.17M,"['Liam Neeson', 'Julianne Moore', 'Scoot McNairy', 'Michelle Dockery']","Action, Mystery, Thriller","270,464"
The Guardian,$55.01M,"['Kevin Costner', 'Ashton Kutcher', 'Sela Ward', 'Melissa Sagemiller']","Action, Adventure, Drama","95,796"
Crank,$27.83M,"['Brian Taylor', 'Jason Statham', 'Amy Smart', 'Carlos Sanz', 'Jose Pablo Cantillo']","Action, Crime, Thriller","256,657"
48 Hrs.,$78.87M,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole"", 'Frank McRae']","Action, Comedy, Crime","81,953"
Death Wish,$22.00M,"['Charles Bronson', 'Hope Lange', 'Vincent Gardenia', 'Steven Keats']","Action, Crime, Drama","41,586"
The Trip,-,"['Noomi Rapace', 'Aksel Hennie', 'Atle Antonsen', 'Christian Rubeck']","Action, Comedy, Horror","25,059"
The Edge,$27.78M,"['Anthony Hopkins', 'Alec Baldwin', 'Elle Macpherson', 'Harold Perrineau']","Action, Adventure, Drama","76,564"
The Last Castle,$18.21M,"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton']","Action, Drama, Thriller","83,263"
Repo Man,$3.57M,"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash']","Action, Comedy, Crime","39,274"
The Night Comes for Us,-,"['Joe Taslim', 'Iko Uwais', 'Julie Estelle', 'Hannah Al Rashid']","Action, Crime, Thriller","27,948"
All Is Lost,$6.26M,['Robert Redford'],"Action, Adventure, Drama","82,252"
Legend of the Guardians: The Owls of Ga'Hoole,$55.68M,"['Jim Sturgess', 'Hugo Weaving', 'David Wenham', 'Emily Barclay']","Animation, Action, Adventure","85,508"
Free State of Jones,$20.76M,"['Matthew McConaughey', 'Gugu Mbatha-Raw', 'Mahershala Ali', 'Keri Russell']","Action, Biography, Drama","59,983"
The Monster Squad,$3.77M,"['Andre Gower', 'Robby Kiger', 'Stephen Macht', 'Duncan Regehr']","Action, Comedy, Fantasy","33,813"
Muppet Treasure Island,$33.61M,"['David Lane', 'Tim Curry', 'Billy Connolly', 'Jennifer Saunders', 'Kevin Bishop']","Action, Adventure, Comedy","25,446"
Trust,$0.12M,"['Clive Owen', 'Catherine Keener', 'Liana Liberato', 'Jason Clarke']","Action, Crime, Drama","43,411"
Memphis Belle,$27.44M,"['Matthew Modine', 'Eric Stoltz', 'Tate Donovan', 'D.B. Sweeney']","Action, Drama, War","29,548"
New Police Story,-,"['Jackie Chan', 'Nicholas Tse', 'Charlie Yeung', 'Daniel Wu']","Action, Crime, Thriller","28,200"
Slow West,$0.23M,"['Kodi Smit-McPhee', 'Caren Pistorius', 'Aorere Paki', 'Jeffrey Thomas']","Action, Adventure, Drama","46,787"
Get the Gringo,-,"['Mel Gibson', 'Kevin Balmore', 'Daniel Giménez Cacho', 'Jesús Ochoa']","Action, Drama, Thriller","110,069"
The Big Boss,$0.04M,"['Chia-Hsiang Wu', 'Bruce Lee', 'Maria Yi', 'James Tien', 'Marilyn Bautista']","Action, Crime, Drama","28,338"
Traitor,$23.53M,"['Don Cheadle', 'Guy Pearce', 'Archie Panjabi', 'Saïd Taghmaoui']","Action, Crime, Drama","58,542"
Agneepath,$1.98M,"['Hrithik Roshan', 'Priyanka Chopra Jonas', 'Sanjay Dutt', 'Rishi Kapoor']","Action, Crime, Drama","25,659"
Alan Partridge,$0.15M,"['Steve Coogan', 'Colm Meaney', 'Tim Key', 'Karl Theobald']","Action, Comedy, Crime","32,530"
Fan,$1.36M,"['Shah Rukh Khan', 'Shriya Pilgaonkar', 'Sayani Gupta', ""Waluscha D'Souza""]","Action, Drama, Thriller","47,709"
Extraction,-,"['Chris Hemsworth', 'Bryon Lerum', 'Ryder Lerum', 'Rudhraksh Jaiswal']","Action, Thriller","241,863"
Captain Marvel,$426.83M,"['Ryan Fleck', 'Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn', 'Jude Law']","Action, Adventure, Sci-Fi","584,255"
The Fast and the Furious,$144.53M,"['Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster']","Action, Crime, Thriller","404,075"
Ready or Not,$28.71M,"['Tyler Gillett', 'Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny']","Action, Comedy, Horror","166,345"
The Maze Runner,$102.43M,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Will Poulter', 'Thomas Brodie-Sangster']","Action, Mystery, Sci-Fi","487,029"
Aquaman,$335.06M,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson']","Action, Adventure, Fantasy","495,829"
Young Guns,$45.66M,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen']","Action, Drama, Western","65,151"
TRON: Legacy,$172.06M,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde', 'Bruce Boxleitner']","Action, Adventure, Sci-Fi","346,913"
Mad Max,$8.75M,"['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley']","Action, Adventure, Sci-Fi","214,449"
Patriot Games,$83.29M,"['Harrison Ford', 'Sean Bean', 'Anne Archer', 'Patrick Bergin']","Action, Thriller","116,919"
Enola Holmes 2,-,"['Millie Bobby Brown', 'Henry Cavill', 'David Thewlis', 'Louis Partridge']","Action, Adventure, Crime","89,322"
Spectre,$200.07M,"['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes']","Action, Adventure, Thriller","452,917"
The Transporter,$25.30M,"['Corey Yuen', 'Jason Statham', 'Shu Qi', 'Matt Schulze', 'François Berléand']","Action, Crime, Thriller","312,627"
Hanna,$40.26M,"['Saoirse Ronan', 'Cate Blanchett', 'Eric Bana', 'Vicky Krieps']","Action, Adventure, Drama","203,388"
What Happened to Monday,-,"['Noomi Rapace', 'Glenn Close', 'Willem Dafoe', 'Marwan Kenzari']","Action, Crime, Fantasy","129,154"
Bad Boys,$65.81M,"['Will Smith', 'Martin Lawrence', 'Lisa Boyle', 'Michael Taliferro']","Action, Comedy, Crime","276,420"
Men in Black 3,$179.02M,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement']","Action, Adventure, Comedy","375,159"
Thor: The Dark World,$206.36M,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Stellan Skarsgård']","Action, Adventure, Fantasy","703,477"
The Island,$35.82M,"['Scarlett Johansson', 'Ewan McGregor', 'Djimon Hounsou', 'Steve Buscemi']","Action, Sci-Fi, Thriller","321,858"
Bloodsport,$11.81M,"['Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres', 'Norman Burton']","Action, Biography, Drama","89,738"
News of the World,-,"['Tom Hanks', 'Helena Zengel', 'Tom Astor', 'Travis Johnson']","Action, Adventure, Drama","91,977"
The Mask of Zorro,$94.10M,"['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones', 'José María de Tavira']","Action, Adventure, Comedy","191,738"
Innerspace,$25.89M,"['Dennis Quaid', 'Martin Short', 'Meg Ryan', 'Kevin McCarthy']","Action, Adventure, Comedy","62,967"
The Book of Eli,$94.84M,"['Allen Hughes', 'Denzel Washington', 'Mila Kunis', 'Ray Stevenson', 'Gary Oldman']","Action, Adventure, Drama","328,489"
Superman II,$108.19M,"['Richard Donner', 'Gene Hackman', 'Christopher Reeve', 'Margot Kidder', 'Ned Beatty']","Action, Adventure, Sci-Fi","111,560"
Three Steps Above Heaven,-,"['Mario Casas', 'María Valverde', 'Álvaro Cervantes', 'Marina Salas']","Action, Drama, Romance","27,661"
Hellboy,$59.62M,"['Ron Perlman', 'Doug Jones', 'Selma Blair', 'John Hurt']","Action, Adventure, Fantasy","339,865"
